1000
0.39095 0.63624 0.21296 
0.38691 0.59456 0.23268 
0.32066 0.72172 0.15724 
0.48615 0.88652 0.11316 
0.94181 0.54713 0.10887 
0.77714 0.98823 0.05324 
0.81993 0.46441 0.12085 
0.39038 0.15648 0.19984 
0.01029 0.35604 0.30103 
0.51930 0.01344 0.17701 
0.64885 0.77756 0.09106 
0.07033 0.48457 0.16747 
0.07942 0.78080 0.21988 
0.71631 0.75312 0.07873 
0.06380 0.15201 0.51278 
0.02507 0.59068 0.15309 
0.87179 0.04958 0.40549 
0.58514 0.67304 0.17821 
0.29801 0.27542 0.22935 
0.30034 0.74070 0.15147 
0.90228 0.66454 0.06020 
0.27522 0.71366 0.15123 
0.02057 0.32721 0.32300 
0.96320 0.11950 0.56525 
0.34330 0.72797 0.15856 
0.49927 0.44442 0.27952 
0.10791 0.83599 0.27489 
0.38912 0.26649 0.21765 
0.20254 0.83102 0.20624 
0.97664 0.28049 0.35782 
0.72776 0.09947 0.16377 
0.36156 0.57371 0.23076 
0.81317 0.50483 0.11359 
0.68921 0.76214 0.08456 
0.73569 0.16691 0.15159 
0.98416 0.84634 0.04042 
0.63661 0.23422 0.15051 
0.94974 0.89646 0.03227 
0.38403 0.38396 0.25439 
0.40525 0.92573 0.17259 
0.37775 0.03384 0.26015 
0.28271 0.56173 0.19252 
0.34340 0.50021 0.24189 
0.35505 0.37500 0.24509 
0.41268 0.58688 0.24485 
0.11768 0.97416 0.60662 
0.03666 0.33899 0.29552 
0.49520 0.22704 0.17965 
0.52892 0.94621 0.11954 
0.29519 0.21720 0.23708 
0.28544 0.02985 0.36340 
0.58094 0.79509 0.10257 
0.97817 0.79805 0.04674 
0.38505 0.83338 0.13945 
0.26907 0.80351 0.16232 
0.43565 0.54576 0.26733 
0.84154 0.28818 0.17498 
0.81726 0.47855 0.11831 
0.79611 0.34921 0.14583 
0.73804 0.03458 0.20266 
0.70728 0.41056 0.17603 
0.82536 0.63868 0.07511 
0.88832 0.73468 0.04527 
0.62167 0.90407 0.07145 
0.66101 0.95854 0.07401 
0.20226 0.40921 0.19541 
0.67711 0.88855 0.05667 
0.08714 0.94428 0.55928 
0.58846 0.03853 0.14765 
0.86861 0.33680 0.16950 
0.61258 0.64529 0.18421 
0.22664 0.21579 0.27117 
0.79070 0.14613 0.19482 
0.25369 0.32364 0.22545 
0.98498 0.35259 0.29064 
0.26110 0.23535 0.24589 
0.91190 0.80487 0.03642 
0.48871 0.59425 0.25098 
0.75868 0.04131 0.21907 
0.38976 0.22382 0.20593 
0.17953 0.76731 0.16545 
0.41275 0.72476 0.16638 
0.71868 0.15792 0.14577 
0.45234 0.41681 0.27442 
0.95709 0.77877 0.04572 
0.39104 0.73473 0.16023 
0.92958 0.85938 0.03297 
0.40358 0.43766 0.26947 
0.60939 0.90348 0.07486 
0.94586 0.24144 0.34166 
0.50704 0.87058 0.10383 
0.60037 0.73303 0.13235 
0.68024 0.41323 0.19242 
0.19990 0.67668 0.13850 
0.70184 0.90428 0.05209 
0.90142 0.07093 0.45430 
0.38270 0.23858 0.21104 
0.13211 0.56606 0.13432 
0.29628 0.64350 0.17383 
0.57926 0.10124 0.13266 
0.40183 0.98252 0.23887 
0.64605 0.87078 0.06447 
0.31320 0.28647 0.22793 
0.04496 0.97882 0.78279 
0.00989 0.49661 0.18969 
0.45079 0.39196 0.26683 
0.03747 0.65404 0.15335 
0.38515 0.04900 0.24293 
0.49410 0.01971 0.18553 
0.75420 0.23741 0.15141 
0.34999 0.85958 0.15880 
0.71168 0.59566 0.14803 
0.89687 0.87909 0.03095 
0.76889 0.35096 0.14843 
0.37412 0.54146 0.24759 
0.32373 0.65175 0.18191 
0.06854 0.75415 0.19829 
0.03050 0.10421 0.66149 
0.43471 0.65789 0.20942 
0.68240 0.87235 0.05596 
0.03260 0.50257 0.17471 
0.52860 0.95087 0.12253 
0.32957 0.84444 0.16021 
0.19781 0.47025 0.17476 
0.66341 0.54899 0.19687 
0.65004 0.14352 0.13062 
0.91346 0.33386 0.20825 
0.82874 0.21392 0.19840 
0.67650 0.83616 0.06263 
0.93480 0.51294 0.12055 
0.99457 0.43858 0.22292 
0.49472 0.48813 0.28276 
0.93123 0.33866 0.22488 
0.64437 0.30991 0.17918 
0.54349 0.59560 0.24105 
0.30064 0.41697 0.22824 
0.04605 0.13900 0.56457 
0.14257 0.10945 0.45947 
0.21474 0.97389 0.44092 
0.57388 0.04937 0.14540 
0.32625 0.06638 0.28407 
0.08896 0.77768 0.21078 
0.18069 0.64438 0.13455 
0.71389 0.60721 0.14232 
0.00419 0.89777 0.54471 
0.44466 0.50110 0.27934 
0.27810 0.31229 0.22775 
0.85430 0.79581 0.03746 
0.79201 0.12166 0.20815 
0.29074 0.87836 0.20178 
0.46707 0.61215 0.24087 
0.33755 0.17698 0.22459 
0.74689 0.26418 0.14970 
0.45906 0.07461 0.17901 
0.60255 0.96512 0.09772 
0.00202 0.60462 0.16320 
0.44879 0.77780 0.13811 
0.97561 0.03822 0.78410 
0.51828 0.99901 0.16728 
0.28156 0.72270 0.15129 
0.49064 0.49249 0.28279 
0.31641 0.78015 0.14965 
0.42334 0.53063 0.26878 
0.11768 0.52584 0.14349 
0.28114 0.62940 0.17160 
0.47586 0.71571 0.17157 
0.61109 0.11075 0.12951 
0.68412 0.98237 0.07614 
0.15992 0.37700 0.20637 
0.84758 0.06888 0.33067 
0.48065 0.13149 0.15918 
0.92398 0.71985 0.05068 
0.82535 0.02982 0.32644 
0.91778 0.33907 0.20916 
0.87092 0.49628 0.10736 
0.89931 0.77313 0.03961 
0.07472 0.68955 0.15175 
0.77112 0.83044 0.04356 
