25
0 0 0
1 0 0
1 1 0
0 1 0
0.5 0 0
1 0.5 0
0.5 0.5 0.186766424307297
0.5 1 0
0 0.5 0
0.75 0.25 -0.0681060145369193
0.75 0.5 0.00429110708538211
0.5 0.25 0.000926188750972518
0.5 0.75 -0.00327247022759401
0.25 0.75 0.0367670979971457
0.25 0.5 0.10347530855689
0.25 0 0
0.25 0.25 0.231440441252987
0.75 0 0
1 0.25 0
1 0.75 0
0.75 0.75 0.0725429810109473
0 0.25 0
0.75 1 0
0.25 1 0
0 0.75 0
32
9 10 11
12 13 14
15 11 16
17 18 9
19 20 10
16 14 21
20 22 12
23 24 13
4 9 11
9 5 10
10 6 11
6 12 14
12 7 13
13 8 14
0 15 16
15 4 11
11 6 16
4 17 9
17 1 18
18 5 9
5 19 10
19 2 20
20 6 10
0 16 21
16 6 14
14 8 21
6 20 12
20 2 22
22 7 12
7 23 13
23 3 24
24 8 13
